,Date,Price,Open,High,Low,Vol.,Change %
1313,12/20/2004,104.06,103.95,104.51,103.85,,-0.12%
1314,12/17/2004,104.18,104.75,104.82,104.06,,-0.54%
1315,12/16/2004,104.75,104.18,105.0,103.42,,0.36%
1316,12/15/2004,104.37,105.53,105.76,103.95,,-1.10%
1317,12/14/2004,105.53,104.73,105.81,104.57,,0.66%
1318,12/13/2004,104.84,105.36,105.59,104.51,,-0.30%
1319,12/10/2004,105.16,104.65,106.2,104.58,,0.55%
1320,12/09/2004,104.58,103.96,105.02,103.82,,0.50%
1321,12/08/2004,104.06,102.93,105.01,102.72,,1.15%
1322,12/07/2004,102.88,103.15,103.36,102.36,,-0.33%
1323,12/06/2004,103.22,102.16,103.41,101.88,,1.12%
1324,12/03/2004,102.08,103.19,103.62,102.02,,-1.09%
1325,12/02/2004,103.21,102.59,103.44,101.81,,0.55%
1326,12/01/2004,102.65,102.9,103.13,102.58,,-0.25%
1327,11/30/2004,102.91,102.82,103.36,102.4,,0.06%
1328,11/29/2004,102.85,102.7,103.15,102.48,,0.28%
1329,11/26/2004,102.56,102.54,103.44,102.12,,-0.01%
1330,11/25/2004,102.57,102.81,103.04,102.37,,-0.23%
1331,11/24/2004,102.81,103.28,103.72,102.53,,-0.50%
1332,11/23/2004,103.33,103.1,103.72,102.83,,0.11%
1333,11/22/2004,103.22,103.3,103.41,102.92,,0.14%
1334,11/19/2004,103.08,104.21,104.39,102.67,,-1.12%
1335,11/18/2004,104.25,104.06,104.44,103.6,,0.21%
1336,11/17/2004,104.03,105.32,105.56,103.77,,-1.27%
1337,11/16/2004,105.37,105.29,105.71,105.17,,0.09%
1338,11/15/2004,105.28,105.56,105.72,105.12,,-0.27%
1339,11/12/2004,105.56,106.58,106.81,105.29,,-0.98%
1340,11/11/2004,106.6,107.14,107.16,106.52,,-0.50%
1341,11/10/2004,107.14,105.66,107.3,105.6,,1.31%
1342,11/09/2004,105.75,105.53,105.96,105.4,,0.23%
1343,11/08/2004,105.51,105.37,105.78,105.23,,-0.09%
1344,11/05/2004,105.61,106.03,106.69,105.48,,-0.40%
1345,11/04/2004,106.03,106.21,106.51,105.67,,-0.24%
1346,11/03/2004,106.28,106.06,106.91,105.9,,0.12%
1347,11/02/2004,106.15,106.41,106.78,106.03,,-0.27%
1348,11/01/2004,106.44,105.9,106.62,105.72,,0.61%
1349,10/29/2004,105.79,106.26,106.38,105.7,,-0.43%
1350,10/28/2004,106.25,106.52,106.97,105.89,,-0.14%
1351,10/27/2004,106.4,106.87,107.19,106.18,,-0.41%
1352,10/26/2004,106.84,106.69,107.03,106.35,,0.20%
1353,10/25/2004,106.63,107.31,107.41,106.18,,-0.53%
1354,10/22/2004,107.2,107.52,107.78,107.15,,-0.25%
1355,10/21/2004,107.47,108.27,108.41,107.3,,-0.77%
1356,10/20/2004,108.3,108.34,108.7,108.07,,-0.01%
1357,10/19/2004,108.31,109.22,109.47,108.23,,-0.87%
1358,10/18/2004,109.26,109.17,109.61,109.1,,-0.08%
1359,10/15/2004,109.35,109.61,109.72,108.78,,-0.29%
1360,10/14/2004,109.67,109.77,109.85,109.11,,-0.13%
1361,10/13/2004,109.81,109.64,110.22,109.4,,0.23%
1362,10/12/2004,109.56,109.34,110.06,109.19,,0.26%
1363,10/11/2004,109.28,109.48,109.61,109.08,,-0.23%
1364,10/08/2004,109.53,111.21,111.29,109.29,,-1.52%
1365,10/07/2004,111.22,111.27,111.46,110.91,,-0.05%
1366,10/06/2004,111.28,111.19,111.48,110.97,,0.08%
1367,10/05/2004,111.19,110.82,111.37,110.66,,0.27%
1368,10/04/2004,110.89,110.65,111.22,110.48,,0.33%
1369,10/01/2004,110.53,110.03,110.62,109.8,,0.45%
1370,09/30/2004,110.03,110.9,111.28,109.78,,-0.78%
1371,09/29/2004,110.89,111.35,111.39,110.62,,-0.44%
1372,09/28/2004,111.38,111.26,111.76,111.1,,0.12%
1373,09/27/2004,111.25,110.51,111.44,110.47,,0.40%
1374,09/24/2004,110.81,110.81,110.88,110.28,,-0.01%
1375,09/23/2004,110.82,110.63,110.94,110.23,,0.23%
1376,09/22/2004,110.57,109.75,110.78,109.59,,0.77%
1377,09/21/2004,109.73,109.85,110.2,109.55,,-0.14%
1378,09/20/2004,109.88,109.89,110.18,109.67,,0.26%
1379,09/17/2004,109.6,109.58,110.27,109.34,,-0.02%
1380,09/16/2004,109.62,109.99,110.09,109.46,,-0.35%
1381,09/15/2004,110.0,109.62,110.41,109.28,,0.32%
1382,09/14/2004,109.65,110.01,110.15,109.32,,-0.37%
1383,09/13/2004,110.06,109.53,110.38,109.29,,0.42%
1384,09/10/2004,109.6,109.54,110.34,109.17,,0.02%
1385,09/09/2004,109.58,109.35,110.04,109.14,,0.18%
1386,09/08/2004,109.38,109.35,109.82,109.01,,-0.03%
1387,09/07/2004,109.41,110.14,110.25,109.21,,-0.66%
1388,09/06/2004,110.14,110.54,110.62,109.92,,-0.27%
1389,09/03/2004,110.44,109.46,110.72,109.07,,0.86%
1390,09/02/2004,109.5,109.4,109.66,109.21,,0.05%
1391,09/01/2004,109.44,109.1,109.75,108.94,,0.28%
1392,08/31/2004,109.13,109.83,110.23,108.71,,-0.65%
1393,08/30/2004,109.84,109.61,110.47,109.5,,0.23%
1394,08/27/2004,109.59,109.64,109.79,109.0,,-0.05%
1395,08/26/2004,109.65,110.09,110.32,109.26,,-0.43%
1396,08/25/2004,110.12,109.61,110.51,109.4,,0.44%
1397,08/24/2004,109.64,109.83,110.06,109.33,,-0.19%
1398,08/23/2004,109.85,109.13,109.93,109.09,,0.65%
1399,08/20/2004,109.14,109.39,109.75,108.94,,-0.25%
1400,08/19/2004,109.41,109.39,109.64,109.04,,0.03%
1401,08/18/2004,109.38,109.82,110.19,109.27,,-0.44%
1402,08/17/2004,109.86,110.42,110.63,109.85,,-0.55%
1403,08/16/2004,110.47,110.35,111.03,110.31,,-0.23%
1404,08/13/2004,110.72,110.75,112.11,110.42,,-0.08%
1405,08/12/2004,110.81,110.86,111.26,110.42,,0.20%
1406,08/11/2004,110.59,111.35,111.47,110.6,,-0.71%
1407,08/10/2004,111.38,110.68,111.48,110.39,,0.63%
1408,08/09/2004,110.68,110.35,110.94,110.1,,0.10%
1409,08/06/2004,110.57,111.74,111.91,109.8,,-1.08%
1410,08/05/2004,111.78,111.05,111.84,110.79,,0.65%
1411,08/04/2004,111.06,110.67,111.75,110.5,,0.35%
1412,08/03/2004,110.67,110.76,111.17,110.38,,-0.09%
1413,08/02/2004,110.77,111.04,111.41,110.55,,-0.62%
