,Date,Price,Open,High,Low,Vol.,Change %
2397,08/12/2014,102.26,102.17,102.37,102.06,,0.07%
2398,08/11/2014,102.19,102.05,102.23,101.99,,0.13%
2399,08/08/2014,102.06,102.09,102.16,101.49,,-0.05%
2400,08/07/2014,102.11,102.09,102.47,101.97,,0.00%
2401,08/06/2014,102.11,102.57,102.66,101.77,,-0.47%
2402,08/05/2014,102.59,102.56,102.92,102.43,,0.00%
2403,08/04/2014,102.59,102.57,102.75,102.38,,-0.04%
2404,08/01/2014,102.63,102.78,103.04,102.32,,-0.17%
2405,07/31/2014,102.8,102.78,103.0,102.69,,0.00%
2406,07/30/2014,102.8,102.12,103.09,102.0,,0.66%
2407,07/29/2014,102.13,101.83,102.17,101.79,,0.27%
2408,07/28/2014,101.86,101.74,101.91,101.72,,0.02%
2409,07/25/2014,101.84,101.81,101.95,101.68,,0.03%
2410,07/24/2014,101.81,101.46,101.86,101.38,,0.33%
2411,07/23/2014,101.48,101.45,101.56,101.29,,0.01%
2412,07/22/2014,101.47,101.37,101.61,101.3,,0.07%
2413,07/21/2014,101.4,101.38,101.4,101.16,,0.07%
2414,07/18/2014,101.33,101.17,101.45,101.08,,0.16%
2415,07/17/2014,101.17,101.65,101.72,101.12,,-0.50%
2416,07/16/2014,101.68,101.66,101.8,101.61,,-0.01%
2417,07/15/2014,101.69,101.53,101.75,101.42,,0.14%
2418,07/14/2014,101.55,101.37,101.64,101.3,,0.17%
2419,07/11/2014,101.38,101.33,101.41,101.19,,0.05%
2420,07/10/2014,101.33,101.62,101.69,101.04,,-0.30%
2421,07/09/2014,101.64,101.56,101.86,101.42,,0.06%
2422,07/08/2014,101.58,101.84,101.9,101.46,,-0.26%
2423,07/07/2014,101.84,102.03,102.22,101.76,,-0.27%
2424,07/04/2014,102.12,102.18,102.24,101.94,,-0.07%
2425,07/03/2014,102.19,101.75,102.27,101.73,,0.39%
2426,07/02/2014,101.79,101.52,101.86,101.38,,0.26%
2427,07/01/2014,101.53,101.32,101.59,101.26,,0.20%
2428,06/30/2014,101.33,101.42,101.5,101.21,,-0.05%
2429,06/27/2014,101.38,101.72,101.75,101.29,,-0.34%
2430,06/26/2014,101.73,101.86,101.86,101.47,,-0.15%
2431,06/25/2014,101.88,101.97,101.98,101.6,,-0.09%
2432,06/24/2014,101.97,101.93,102.17,101.78,,0.02%
2433,06/23/2014,101.95,102.08,102.15,101.78,,-0.13%
2434,06/20/2014,102.08,101.94,102.2,101.78,,0.14%
2435,06/19/2014,101.94,101.91,102.03,101.71,,0.02%
2436,06/18/2014,101.92,102.14,102.33,101.86,,-0.22%
2437,06/17/2014,102.14,101.83,102.25,101.78,,0.29%
2438,06/16/2014,101.84,102.03,102.11,101.69,,-0.23%
2439,06/13/2014,102.07,101.71,102.15,101.63,,0.34%
2440,06/12/2014,101.72,102.06,102.17,101.57,,-0.35%
2441,06/11/2014,102.08,102.33,102.41,101.84,,-0.27%
2442,06/10/2014,102.36,102.52,102.58,102.19,,-0.17%
2443,06/09/2014,102.53,102.45,102.66,102.35,,0.05%
2444,06/06/2014,102.48,102.39,102.62,102.1,,0.09%
2445,06/05/2014,102.39,102.74,102.78,102.32,,-0.35%
2446,06/04/2014,102.75,102.5,102.81,102.41,,0.24%
2447,06/03/2014,102.5,102.38,102.58,102.24,,0.11%
2448,06/02/2014,102.39,101.81,102.5,101.72,,0.60%
2449,05/30/2014,101.78,101.78,101.84,101.48,,-0.02%
2450,05/29/2014,101.8,101.83,101.86,101.41,,-0.04%
2451,05/28/2014,101.84,101.97,102.05,101.62,,-0.15%
2452,05/27/2014,101.99,101.93,102.16,101.7,,0.04%
2453,05/26/2014,101.95,101.94,102.06,101.81,,-0.02%
2454,05/23/2014,101.97,101.72,102.01,101.56,,0.24%
2455,05/22/2014,101.73,101.33,101.83,101.32,,0.35%
2456,05/21/2014,101.38,101.31,101.64,100.8,,0.05%
2457,05/20/2014,101.33,101.51,101.61,101.16,,-0.18%
2458,05/19/2014,101.51,101.51,101.61,101.07,,-0.01%
2459,05/16/2014,101.52,101.55,101.7,101.33,,-0.06%
2460,05/15/2014,101.58,101.88,102.12,101.3,,-0.30%
2461,05/14/2014,101.89,102.25,102.3,101.7,,-0.36%
2462,05/13/2014,102.26,102.12,102.37,102.03,,0.14%
2463,05/12/2014,102.12,101.75,102.19,101.73,,0.26%
2464,05/09/2014,101.86,101.64,101.86,101.52,,0.20%
2465,05/08/2014,101.66,101.9,101.97,101.44,,-0.26%
2466,05/07/2014,101.92,101.67,102.0,101.4,,0.23%
2467,05/06/2014,101.69,102.12,102.19,101.48,,-0.44%
2468,05/05/2014,102.14,102.14,102.27,101.84,,-0.05%
2469,05/02/2014,102.19,102.32,103.03,102.11,,-0.15%
2470,05/01/2014,102.34,102.22,102.38,102.1,,0.08%
2471,04/30/2014,102.26,102.61,102.68,102.02,,-0.37%
2472,04/29/2014,102.64,102.48,102.81,102.44,,0.14%
2473,04/28/2014,102.5,102.15,102.64,102.02,,0.32%
2474,04/25/2014,102.17,102.29,102.52,101.94,,-0.15%
2475,04/24/2014,102.32,102.53,102.66,102.07,,-0.21%
2476,04/23/2014,102.54,102.61,102.7,102.15,,-0.08%
2477,04/22/2014,102.62,102.6,102.74,102.38,,0.00%
2478,04/21/2014,102.62,102.48,102.71,102.36,,0.20%
2479,04/18/2014,102.42,102.37,102.59,102.34,,0.03%
2480,04/17/2014,102.39,102.22,102.47,101.85,,0.16%
2481,04/16/2014,102.23,101.91,102.38,101.77,,0.29%
2482,04/15/2014,101.93,101.82,102.01,101.47,,0.09%
2483,04/14/2014,101.84,101.55,102.03,101.39,,0.23%
2484,04/11/2014,101.61,101.51,101.89,101.31,,0.08%
2485,04/10/2014,101.53,101.96,102.16,101.31,,-0.44%
2486,04/09/2014,101.98,101.78,102.17,101.7,,0.17%
2487,04/08/2014,101.81,103.09,103.14,101.52,,-1.26%
2488,04/07/2014,103.11,103.29,103.42,102.97,,-0.16%
2489,04/04/2014,103.28,103.9,104.12,103.17,,-0.62%
2490,04/03/2014,103.92,103.87,104.12,103.78,,0.04%
2491,04/02/2014,103.88,103.63,103.95,103.56,,0.23%
2492,04/01/2014,103.64,103.19,103.72,103.06,,0.41%
2493,03/31/2014,103.22,102.82,103.45,102.75,,0.40%
2494,03/28/2014,102.81,102.17,103.0,102.01,,0.63%
2495,03/27/2014,102.17,102.06,102.44,101.71,,0.12%
2496,03/26/2014,102.05,102.23,102.47,101.85,,-0.22%
2497,03/25/2014,102.27,102.22,102.48,102.08,,0.02%
2498,03/24/2014,102.25,102.23,102.66,102.09,,-0.02%
2499,03/21/2014,102.27,102.38,102.48,101.99,,-0.13%
2500,03/20/2014,102.4,102.3,102.56,102.17,,0.06%
2501,03/19/2014,102.34,101.41,102.69,101.27,,0.89%
2502,03/18/2014,101.44,101.75,101.97,101.25,,-0.32%
2503,03/17/2014,101.77,101.32,101.88,101.23,,0.40%
2504,03/14/2014,101.36,101.83,101.89,101.18,,-0.47%
2505,03/13/2014,101.84,102.74,102.87,101.52,,-0.90%
2506,03/12/2014,102.77,103.0,103.11,102.53,,-0.24%
2507,03/11/2014,103.02,103.24,103.44,102.83,,-0.24%
2508,03/10/2014,103.27,102.97,103.42,102.78,,-0.01%
2509,03/07/2014,103.28,103.05,103.78,102.81,,0.20%
2510,03/06/2014,103.07,102.29,103.17,102.24,,0.74%
2511,03/05/2014,102.31,102.2,102.56,102.08,,0.10%
2512,03/04/2014,102.21,101.44,102.29,101.37,,0.75%
2513,03/03/2014,101.45,101.54,101.67,101.17,,-0.35%
2514,02/28/2014,101.81,102.12,102.28,101.53,,-0.31%
2515,02/27/2014,102.13,102.36,102.46,101.7,,-0.24%
2516,02/26/2014,102.38,102.23,102.64,102.07,,0.15%
2517,02/25/2014,102.23,102.5,102.64,101.98,,-0.26%
2518,02/24/2014,102.5,102.53,102.7,102.14,,-0.03%
2519,02/21/2014,102.53,102.27,102.83,102.24,,0.25%
2520,02/20/2014,102.27,102.29,102.42,101.65,,-0.06%
2521,02/19/2014,102.33,102.34,102.47,101.83,,-0.04%
2522,02/18/2014,102.37,101.93,102.75,101.78,,0.42%
2523,02/17/2014,101.94,101.8,102.0,101.37,,0.14%
2524,02/14/2014,101.8,102.18,102.43,101.55,,-0.36%
2525,02/13/2014,102.17,102.52,102.59,101.68,,-0.35%
2526,02/12/2014,102.53,102.62,102.69,102.2,,-0.11%
2527,02/11/2014,102.64,102.24,102.7,102.05,,0.38%
2528,02/10/2014,102.25,102.28,102.66,101.97,,-0.09%
2529,02/07/2014,102.34,102.08,102.58,101.41,,0.23%
2530,02/06/2014,102.11,101.43,102.19,101.21,,0.66%
2531,02/05/2014,101.44,101.64,101.77,100.77,,-0.21%
2532,02/04/2014,101.65,100.98,101.68,100.74,,0.65%
2533,02/03/2014,100.99,102.02,102.42,100.76,,-1.02%
2534,01/31/2014,102.03,102.71,102.94,101.94,,-0.67%
2535,01/30/2014,102.72,102.28,102.92,102.04,,0.41%
2536,01/29/2014,102.3,102.94,103.46,101.83,,-0.65%
2537,01/28/2014,102.97,102.54,103.27,102.46,,0.41%
2538,01/27/2014,102.55,102.37,102.94,101.77,,0.24%
2539,01/24/2014,102.3,103.24,103.59,101.98,,-0.94%
2540,01/23/2014,103.27,104.5,104.84,102.95,,-1.20%
2541,01/22/2014,104.52,104.28,104.58,103.95,,0.19%
2542,01/21/2014,104.32,104.18,104.76,104.01,,0.13%
2543,01/20/2014,104.18,104.26,104.34,103.84,,-0.12%
2544,01/17/2014,104.31,104.33,104.5,104.17,,-0.05%
2545,01/16/2014,104.36,104.54,104.94,104.12,,-0.19%
2546,01/15/2014,104.56,104.2,104.69,104.06,,0.33%
2547,01/14/2014,104.22,102.97,104.28,102.97,,1.18%
2548,01/13/2014,103.0,104.09,104.13,102.83,,-1.10%
2549,01/10/2014,104.15,104.83,105.12,103.82,,-0.65%
2550,01/09/2014,104.83,104.83,105.05,104.55,,-0.03%
2551,01/08/2014,104.86,104.58,105.12,104.56,,0.23%
2552,01/07/2014,104.62,104.2,104.73,104.16,,0.38%
2553,01/06/2014,104.22,104.85,104.94,103.88,,-0.61%
2554,01/03/2014,104.86,104.78,104.87,104.05,,0.09%
2555,01/02/2014,104.77,105.23,105.44,104.52,,-0.46%
2556,01/01/2014,105.25,105.28,105.4,105.18,,-0.06%
2557,12/31/2013,105.31,105.13,105.35,104.83,,0.14%
2558,12/30/2013,105.16,105.13,105.41,104.95,,-0.01%
2559,12/27/2013,105.17,104.79,105.18,104.62,,0.34%
2560,12/26/2013,104.81,104.35,104.84,104.35,,0.41%
2561,12/25/2013,104.38,104.33,104.49,104.24,,0.02%
2562,12/24/2013,104.36,104.09,104.41,104.07,,0.24%
2563,12/23/2013,104.11,104.08,104.12,103.75,,0.03%
2564,12/20/2013,104.08,104.23,104.63,103.84,,-0.16%
2565,12/19/2013,104.25,104.24,104.36,103.78,,-0.03%
2566,12/18/2013,104.28,102.65,104.35,102.53,,1.57%
2567,12/17/2013,102.67,103.0,103.1,102.47,,-0.35%
2568,12/16/2013,103.03,103.19,103.32,102.62,,-0.18%
2569,12/13/2013,103.22,103.36,103.92,102.97,,-0.15%
2570,12/12/2013,103.38,102.41,103.43,102.35,,0.92%
2571,12/11/2013,102.44,102.85,102.94,102.19,,-0.39%
2572,12/10/2013,102.84,103.27,103.39,102.55,,-0.43%
2573,12/09/2013,103.28,102.9,103.33,102.86,,0.36%
2574,12/06/2013,102.91,101.76,102.96,101.61,,1.11%
2575,12/05/2013,101.78,102.34,102.44,101.61,,-0.57%
2576,12/04/2013,102.36,102.48,102.83,101.81,,-0.16%
2577,12/03/2013,102.52,102.93,103.37,101.97,,-0.42%
2578,12/02/2013,102.95,102.42,103.13,102.2,,0.50%
2579,11/29/2013,102.44,102.3,102.6,102.09,,0.12%
2580,11/28/2013,102.32,102.13,102.37,101.91,,0.15%
2581,11/27/2013,102.17,101.26,102.19,101.16,,0.86%
2582,11/26/2013,101.3,101.67,101.71,101.13,,-0.37%
2583,11/25/2013,101.68,101.25,101.91,101.11,,0.39%
2584,11/22/2013,101.28,101.15,101.35,100.92,,0.12%
2585,11/21/2013,101.16,100.02,101.16,99.98,,1.13%
2586,11/20/2013,100.03,100.12,100.23,99.77,,-0.12%
2587,11/19/2013,100.15,99.97,100.25,99.55,,0.15%
2588,11/18/2013,100.0,100.16,100.39,99.77,,-0.19%
2589,11/15/2013,100.19,100.0,100.43,99.93,,0.17%
2590,11/14/2013,100.02,99.22,100.15,99.11,,0.78%
2591,11/13/2013,99.25,99.6,99.67,99.08,,-0.39%
2592,11/12/2013,99.64,99.13,99.79,99.07,,0.48%
2593,11/11/2013,99.16,99.16,99.3,98.89,,0.08%
2594,11/08/2013,99.08,98.08,99.21,97.96,,1.01%
2595,11/07/2013,98.09,98.65,99.41,97.63,,-0.58%
2596,11/06/2013,98.66,98.49,98.75,98.38,,0.16%
2597,11/05/2013,98.5,98.59,98.67,98.14,,-0.11%
2598,11/04/2013,98.61,98.7,98.84,98.51,,-0.08%
2599,11/01/2013,98.69,98.33,98.84,97.79,,0.34%
2600,10/31/2013,98.36,98.5,98.57,98.07,,-0.15%
2601,10/30/2013,98.51,98.17,98.67,98.05,,0.33%
2602,10/29/2013,98.19,97.65,98.27,97.43,,0.52%
2603,10/28/2013,97.68,97.55,97.79,97.43,,0.27%
2604,10/25/2013,97.42,97.27,97.49,96.92,,0.14%
2605,10/24/2013,97.28,97.37,97.61,97.15,,-0.10%
2606,10/23/2013,97.38,98.12,98.19,97.13,,-0.77%
2607,10/22/2013,98.14,98.17,98.48,97.86,,-0.05%
2608,10/21/2013,98.19,97.7,98.24,97.66,,0.47%
2609,10/18/2013,97.73,97.9,98.15,97.53,,-0.18%
2610,10/17/2013,97.91,98.76,99.0,97.71,,-0.87%
2611,10/16/2013,98.77,98.15,98.97,98.12,,0.61%
2612,10/15/2013,98.17,98.55,98.7,98.07,,-0.42%
2613,10/14/2013,98.58,98.07,98.58,98.05,,0.00%
2614,10/11/2013,98.58,98.13,98.59,97.9,,0.43%
2615,10/10/2013,98.16,97.33,98.27,97.3,,0.84%
2616,10/09/2013,97.34,96.86,97.65,96.79,,0.47%
2617,10/08/2013,96.88,96.69,97.25,96.55,,0.18%
2618,10/07/2013,96.71,97.42,97.44,96.66,,-0.78%
2619,10/04/2013,97.47,97.24,97.48,96.93,,0.21%
2620,10/03/2013,97.27,97.32,97.87,96.92,,-0.09%
2621,10/02/2013,97.36,97.97,98.08,97.12,,-0.65%
2622,10/01/2013,98.0,98.19,98.72,97.64,,-0.23%
2623,09/30/2013,98.23,97.92,98.46,97.48,,-0.03%
2624,09/27/2013,98.26,98.97,99.04,98.07,,-0.74%
2625,09/26/2013,98.99,98.44,99.13,98.24,,0.56%
2626,09/25/2013,98.44,98.73,98.81,98.35,,-0.29%
2627,09/24/2013,98.73,98.83,99.17,98.45,,-0.11%
2628,09/23/2013,98.84,99.15,99.36,98.62,,-0.47%
2629,09/20/2013,99.31,99.47,99.67,99.14,,-0.14%
2630,09/19/2013,99.45,97.93,99.58,97.85,,1.54%
2631,09/18/2013,97.94,99.11,99.33,97.75,,-1.19%
2632,09/17/2013,99.12,99.04,99.38,98.97,,0.04%
2633,09/16/2013,99.08,99.45,99.48,98.53,,-0.28%
2634,09/13/2013,99.36,99.54,99.97,99.17,,-0.19%
2635,09/12/2013,99.55,99.87,99.99,98.99,,-0.33%
2636,09/11/2013,99.88,100.37,100.6,99.77,,-0.53%
2637,09/10/2013,100.41,99.56,100.46,99.46,,0.83%
2638,09/09/2013,99.58,99.82,100.1,99.32,,0.47%
2639,09/06/2013,99.11,100.09,100.22,98.53,,-1.01%
2640,09/05/2013,100.12,99.73,100.19,99.55,,0.36%
2641,09/04/2013,99.76,99.56,99.82,99.3,,0.18%
2642,09/03/2013,99.58,99.32,99.86,99.14,,0.25%
2643,09/02/2013,99.33,98.34,99.42,98.25,,1.18%
2644,08/30/2013,98.17,98.36,98.47,97.86,,-0.18%
2645,08/29/2013,98.35,97.62,98.51,97.43,,0.73%
2646,08/28/2013,97.64,97.01,97.83,96.83,,0.63%
2647,08/27/2013,97.03,98.5,98.53,96.96,,-1.50%
2648,08/26/2013,98.51,98.2,98.84,98.19,,-0.24%
2649,08/23/2013,98.75,98.71,99.15,98.38,,0.02%
2650,08/22/2013,98.73,97.66,98.8,97.55,,1.09%
2651,08/21/2013,97.67,97.25,97.98,97.1,,0.40%
2652,08/20/2013,97.28,97.55,97.86,96.88,,-0.29%
2653,08/19/2013,97.56,97.51,98.12,97.34,,0.03%
2654,08/16/2013,97.53,97.35,97.77,97.03,,0.16%
2655,08/15/2013,97.37,98.11,98.64,97.09,,-0.78%
2656,08/14/2013,98.14,98.19,98.42,97.84,,-0.06%
2657,08/13/2013,98.2,96.88,98.34,96.83,,1.33%
2658,08/12/2013,96.91,96.19,96.93,95.92,,0.72%
2659,08/09/2013,96.22,96.69,96.96,96.11,,-0.53%
2660,08/08/2013,96.73,96.31,96.93,95.79,,0.42%
2661,08/07/2013,96.33,97.72,97.8,96.3,,-1.45%
2662,08/06/2013,97.75,98.27,98.58,97.51,,-0.57%
2663,08/05/2013,98.31,98.88,99.15,98.16,,-0.67%
2664,08/02/2013,98.97,99.53,99.94,98.65,,-0.58%
2665,08/01/2013,99.55,97.86,99.57,97.63,,1.71%
2666,07/31/2013,97.88,98.03,98.52,97.56,,-0.15%
2667,07/30/2013,98.03,97.93,98.46,97.74,,0.08%
2668,07/29/2013,97.95,98.08,98.33,97.61,,-0.34%
2669,07/26/2013,98.28,99.27,99.41,97.94,,-1.03%
2670,07/25/2013,99.3,100.23,100.45,98.88,,-0.95%
2671,07/24/2013,100.25,99.41,100.43,99.37,,0.82%
2672,07/23/2013,99.43,99.65,100.18,99.13,,-0.24%
2673,07/22/2013,99.67,100.7,100.71,99.28,,-0.97%
2674,07/19/2013,100.65,100.4,100.86,99.83,,0.23%
2675,07/18/2013,100.42,99.58,100.65,99.45,,0.84%
2676,07/17/2013,99.58,99.07,99.93,99.04,,0.49%
2677,07/16/2013,99.09,99.85,100.07,98.88,,-0.77%
2678,07/15/2013,99.86,99.3,100.48,99.06,,0.65%
2679,07/12/2013,99.22,98.94,99.69,98.66,,0.26%
2680,07/11/2013,98.96,99.65,99.86,98.27,,-0.71%
2681,07/10/2013,99.67,101.13,101.21,99.41,,-1.47%
2682,07/09/2013,101.16,100.94,101.29,100.75,,0.19%
2683,07/08/2013,100.97,101.17,101.53,100.77,,-0.23%
2684,07/05/2013,101.2,100.03,101.22,99.86,,1.15%
2685,07/04/2013,100.05,99.89,100.15,99.47,,0.13%
2686,07/03/2013,99.92,100.61,100.85,99.24,,-0.71%
2687,07/02/2013,100.63,99.64,100.72,99.48,,0.96%
2688,07/01/2013,99.67,99.25,99.86,99.16,,0.53%
2689,06/28/2013,99.14,98.33,99.45,98.33,,0.79%
2690,06/27/2013,98.36,97.72,98.57,97.54,,0.62%
2691,06/26/2013,97.75,97.78,98.23,97.24,,-0.06%
2692,06/25/2013,97.81,97.7,98.05,96.96,,0.08%
2693,06/24/2013,97.73,97.84,98.7,97.21,,-0.17%
2694,06/21/2013,97.9,97.26,98.13,96.84,,0.64%
2695,06/20/2013,97.28,96.45,98.28,96.19,,0.84%
2696,06/19/2013,96.47,95.31,97.01,94.81,,1.20%
2697,06/18/2013,95.33,94.49,95.76,94.43,,0.87%
2698,06/17/2013,94.51,94.1,95.21,94.08,,0.46%
2699,06/14/2013,94.08,95.35,95.81,93.99,,-1.36%
2700,06/13/2013,95.38,96.01,96.08,93.78,,-0.68%
2701,06/12/2013,96.03,96.01,97.02,95.13,,0.00%
2702,06/11/2013,96.03,98.76,99.04,95.6,,-2.77%
2703,06/10/2013,98.77,97.5,99.28,97.4,,1.25%
2704,06/07/2013,97.55,96.98,97.75,95.02,,0.61%
2705,06/06/2013,96.96,99.03,99.47,95.96,,-2.12%
2706,06/05/2013,99.06,100.0,100.43,98.95,,-0.97%
2707,06/04/2013,100.03,99.52,100.41,99.3,,0.50%
2708,06/03/2013,99.53,100.35,100.72,98.86,,-0.95%
2709,05/31/2013,100.48,100.71,101.27,100.23,,-0.25%
2710,05/30/2013,100.73,101.13,101.8,100.45,,-0.43%
2711,05/29/2013,101.16,102.34,102.52,100.71,,-1.19%
2712,05/28/2013,102.38,100.93,102.5,100.9,,1.43%
2713,05/27/2013,100.94,101.3,101.66,100.72,,-0.35%
2714,05/24/2013,101.29,102.01,102.58,100.68,,-0.73%
2715,05/23/2013,102.03,103.13,103.56,100.82,,-1.10%
2716,05/22/2013,103.16,102.47,103.73,102.33,,0.64%
2717,05/21/2013,102.5,102.24,102.88,102.06,,0.22%
2718,05/20/2013,102.27,102.94,103.09,102.16,,-0.91%
2719,05/17/2013,103.21,102.23,103.3,102.05,,0.94%
2720,05/16/2013,102.25,102.21,102.68,101.82,,0.02%
2721,05/15/2013,102.23,102.34,102.76,101.86,,-0.13%
2722,05/14/2013,102.36,101.79,102.4,101.24,,0.52%
2723,05/13/2013,101.83,101.84,102.14,101.49,,0.22%
2724,05/10/2013,101.61,100.56,101.98,100.52,,0.99%
2725,05/09/2013,100.61,98.99,100.79,98.62,,1.63%
2726,05/08/2013,99.0,98.99,99.15,98.57,,-0.02%
2727,05/07/2013,99.02,99.33,99.43,98.82,,-0.32%
2728,05/06/2013,99.34,99.06,99.45,99.0,,0.31%
2729,05/03/2013,99.03,97.91,99.26,97.87,,1.08%
2730,05/02/2013,97.97,97.37,98.39,97.06,,0.60%
2731,05/01/2013,97.39,97.42,97.67,97.03,,-0.03%
2732,04/30/2013,97.42,97.76,98.12,97.01,,-0.36%
2733,04/29/2013,97.77,98.03,98.2,97.33,,-0.29%
2734,04/26/2013,98.05,99.23,99.41,97.54,,-1.21%
2735,04/25/2013,99.25,99.47,99.56,98.95,,-0.23%
2736,04/24/2013,99.48,99.47,99.76,99.18,,0.01%
2737,04/23/2013,99.47,99.22,99.52,98.47,,0.25%
2738,04/22/2013,99.22,99.75,99.88,99.02,,-0.30%
2739,04/19/2013,99.52,98.14,99.68,98.08,,1.38%
2740,04/18/2013,98.17,98.09,98.52,97.62,,0.06%
2741,04/17/2013,98.11,97.53,98.43,97.19,,0.58%
2742,04/16/2013,97.54,96.74,98.15,95.93,,0.79%
2743,04/15/2013,96.78,97.78,98.7,96.34,,-1.65%
2744,04/12/2013,98.4,99.67,99.8,98.09,,-1.28%
2745,04/11/2013,99.68,99.77,99.94,99.1,,-0.10%
2746,04/10/2013,99.78,99.0,99.87,98.88,,0.76%
2747,04/09/2013,99.03,99.34,99.66,98.58,,-0.33%
2748,04/08/2013,99.36,97.84,99.38,97.83,,1.88%
2749,04/05/2013,97.53,96.32,97.83,95.8,,1.24%
2750,04/04/2013,96.34,93.03,96.41,92.72,,3.52%
2751,04/03/2013,93.06,93.42,93.69,92.69,,-0.41%
2752,04/02/2013,93.44,93.21,93.56,92.54,,0.23%
2753,04/01/2013,93.23,94.18,94.37,93.16,,-1.05%
2754,03/29/2013,94.22,94.13,94.3,93.96,,0.08%
2755,03/28/2013,94.14,94.42,94.49,93.85,,-0.32%
2756,03/27/2013,94.44,94.44,94.91,94.02,,0.00%
2757,03/26/2013,94.44,94.15,94.61,93.85,,0.29%
2758,03/25/2013,94.17,94.31,94.96,93.53,,-0.37%
2759,03/22/2013,94.52,94.9,95.13,94.18,,-0.39%
2760,03/21/2013,94.89,95.99,96.11,94.56,,-1.19%
2761,03/20/2013,96.03,95.16,96.13,94.81,,0.91%
2762,03/19/2013,95.16,95.2,95.74,94.71,,-0.06%
2763,03/18/2013,95.22,94.1,95.6,94.03,,-0.06%
2764,03/15/2013,95.28,96.08,96.27,95.06,,-0.86%
2765,03/14/2013,96.11,96.11,96.59,95.66,,0.00%
2766,03/13/2013,96.11,96.08,96.25,95.43,,0.03%
2767,03/12/2013,96.08,96.26,96.71,95.62,,-0.21%
2768,03/11/2013,96.28,95.95,96.36,95.9,,0.26%
2769,03/08/2013,96.03,94.79,96.54,94.76,,1.27%
2770,03/07/2013,94.83,94.04,95.06,93.77,,0.80%
2771,03/06/2013,94.08,93.28,94.11,92.98,,0.85%
2772,03/05/2013,93.29,93.46,93.54,92.89,,-0.20%
2773,03/04/2013,93.48,93.56,93.72,93.15,,-0.12%
2774,03/01/2013,93.59,92.54,93.68,92.41,,1.11%
2775,02/28/2013,92.56,92.2,92.85,91.98,,0.36%
2776,02/27/2013,92.23,91.95,92.43,91.12,,0.27%
2777,02/26/2013,91.98,91.8,92.74,91.13,,0.19%
2778,02/25/2013,91.81,93.96,94.76,90.92,,-1.71%
2779,02/22/2013,93.41,93.08,93.5,92.9,,0.32%
2780,02/21/2013,93.11,93.53,93.86,92.76,,-0.48%
2781,02/20/2013,93.56,93.57,94.02,93.11,,-0.02%
2782,02/19/2013,93.58,93.95,93.96,93.27,,-0.39%
2783,02/18/2013,93.95,93.65,94.2,93.6,,0.46%
2784,02/15/2013,93.52,92.86,93.84,92.21,,0.69%
2785,02/14/2013,92.88,93.36,93.71,92.65,,-0.55%
2786,02/13/2013,93.39,93.46,93.78,92.8,,-0.09%
2787,02/12/2013,93.47,94.3,94.4,92.96,,-0.91%
2788,02/11/2013,94.33,92.83,94.42,92.34,,1.77%
2789,02/08/2013,92.69,93.61,93.74,92.15,,-1.00%
2790,02/07/2013,93.63,93.62,93.91,93.06,,-0.01%
2791,02/06/2013,93.64,93.61,94.06,93.26,,0.01%
2792,02/05/2013,93.63,92.36,93.65,91.96,,1.35%
2793,02/04/2013,92.38,92.82,93.18,92.18,,-0.37%
2794,02/01/2013,92.72,91.69,92.96,91.59,,1.09%
2795,01/31/2013,91.72,91.07,91.77,90.71,,0.70%
2796,01/30/2013,91.08,90.73,91.4,90.64,,0.39%
2797,01/29/2013,90.73,90.83,91.01,90.3,,-0.13%
2798,01/28/2013,90.85,90.9,91.25,90.53,,-0.08%
2799,01/25/2013,90.92,90.3,91.19,90.26,,0.65%
2800,01/24/2013,90.33,88.6,90.54,88.4,,1.94%
2801,01/23/2013,88.61,88.69,88.79,88.03,,-0.11%
2802,01/22/2013,88.71,89.58,90.06,88.35,,-1.00%
2803,01/21/2013,89.61,89.96,90.25,89.32,,-0.52%
2804,01/18/2013,90.08,89.85,90.18,89.61,,0.22%
2805,01/17/2013,89.88,88.36,90.1,88.11,,1.69%
2806,01/16/2013,88.39,88.8,88.87,87.77,,-0.45%
2807,01/15/2013,88.79,89.46,89.63,88.27,,-0.76%
2808,01/14/2013,89.47,89.24,89.67,89.05,,0.33%
2809,01/11/2013,89.18,88.78,89.44,88.66,,0.45%
2810,01/10/2013,88.78,87.86,88.78,87.84,,1.02%
2811,01/09/2013,87.88,87.03,88.01,86.81,,0.95%
2812,01/08/2013,87.05,87.75,87.82,86.88,,-0.83%
2813,01/07/2013,87.78,88.17,88.37,87.6,,-0.42%
2814,01/04/2013,88.15,87.21,88.4,87.21,,1.05%
2815,01/03/2013,87.23,87.32,87.36,86.74,,-0.13%
2816,01/02/2013,87.34,86.67,87.34,86.51,,0.75%
2817,01/01/2013,86.69,86.72,86.79,86.53,,-0.07%
2818,12/31/2012,86.75,85.78,86.79,85.68,,0.85%
2819,12/28/2012,86.02,86.09,86.63,85.92,,-0.09%
2820,12/27/2012,86.1,85.62,86.15,85.45,,0.54%
2821,12/26/2012,85.64,84.75,85.7,84.72,,1.05%
2822,12/25/2012,84.75,84.94,84.95,84.59,,-0.22%
2823,12/24/2012,84.94,84.21,84.94,84.2,,0.84%
2824,12/21/2012,84.23,84.36,84.44,83.83,,-0.18%
2825,12/20/2012,84.38,84.4,84.45,83.83,,-0.04%
2826,12/19/2012,84.41,84.2,84.61,84.14,,0.25%
